date,brand,product_category,region,sales_volume,revenue,avg_price,cost,profit,customer_satisfaction,year,quarter,month_name,market_share
2022-01-01,Brand D,Home Appliances,East,501,154515.36,308.0,97258.91,57256.46,6.9,2022,Q1,January,2.83
2022-01-01,Brand D,Home Appliances,West,486,142173.99,292.05,87714.14,54459.85,7.1,2022,Q1,January,2.61
2022-01-01,Brand D,Home Appliances,Central,498,151071.75,303.33,99255.07,51816.69,6.6,2022,Q1,January,2.77
2022-01-01,Brand D,Personal Care,North,482,21507.17,44.58,13205.58,8301.59,7.0,2022,Q1,January,2.73
2022-01-01,Brand D,Personal Care,South,519,22593.55,43.52,15130.94,7462.61,7.2,2022,Q1,January,2.86
2022-01-01,Brand D,Personal Care,East,446,18591.41,41.62,12659.56,5931.85,7.3,2022,Q1,January,2.36
2022-01-01,Brand D,Personal Care,West,517,22910.29,44.26,14917.67,7992.62,7.0,2022,Q1,January,2.9
2022-01-01,Brand D,Personal Care,Central,508,21916.0,43.14,14688.03,7227.97,7.3,2022,Q1,January,2.78
2022-01-01,Brand D,Kitchen,North,636,79855.7,125.43,50912.66,28943.04,6.6,2022,Q1,January,3.45
2022-01-01,Brand D,Kitchen,South,583,70923.51,121.58,45856.29,25067.22,7.0,2022,Q1,January,3.07
2022-01-01,Brand D,Kitchen,East,533,68632.68,128.66,41388.94,27243.74,6.5,2022,Q1,January,2.97
2022-01-01,Brand D,Kitchen,West,625,78586.95,125.72,48150.7,30436.25,7.0,2022,Q1,January,3.4
2022-01-01,Brand D,Kitchen,Central,616,76322.04,123.88,50547.25,25774.79,6.6,2022,Q1,January,3.3
2022-01-01,Brand E,Electronics,North,269,107964.96,401.25,70615.94,37349.02,6.9,2022,Q1,January,1.39
2022-01-01,Brand E,Electronics,South,331,139105.5,419.03,90645.32,48460.18,6.6,2022,Q1,January,1.79
2022-01-01,Brand E,Electronics,East,338,132262.33,390.83,85163.34,47098.99,6.4,2022,Q1,January,1.7
2022-01-01,Brand E,Electronics,West,266,111579.12,418.51,76275.27,35303.86,7.0,2022,Q1,January,1.43
2022-01-01,Brand E,Electronics,Central,302,117004.05,386.93,72032.81,44971.24,6.6,2022,Q1,January,1.5
2022-01-01,Brand E,Home Appliances,North,360,103117.37,286.01,68678.2,34439.17,6.6,2022,Q1,January,1.89
2022-01-01,Brand E,Home Appliances,South,403,115746.7,286.66,75864.49,39882.22,6.9,2022,Q1,January,2.12
2022-01-01,Brand E,Home Appliances,East,346,94633.27,272.94,60148.65,34484.62,7.1,2022,Q1,January,1.73
2022-01-01,Brand E,Home Appliances,West,303,81726.18,269.25,49411.67,32314.51,6.3,2022,Q1,January,1.5
2022-01-01,Brand E,Home Appliances,Central,393,112332.5,285.7,72726.01,39606.49,6.4,2022,Q1,January,2.06
2022-01-01,Brand E,Personal Care,North,376,15021.99,39.89,9273.38,5748.61,6.7,2022,Q1,January,1.9
2022-01-01,Brand E,Personal Care,South,366,14809.76,40.46,9826.41,4983.35,6.3,2022,Q1,January,1.88
2022-01-01,Brand E,Personal Care,East,363,14714.82,40.5,9569.25,5145.57,7.2,2022,Q1,January,1.87
2022-01-01,Brand E,Personal Care,West,395,15285.61,38.65,9279.23,6006.37,6.9,2022,Q1,January,1.94
2022-01-01,Brand E,Personal Care,Central,323,13066.15,40.34,9068.21,3997.94,6.9,2022,Q1,January,1.66
2022-01-01,Brand E,Kitchen,North,386,47019.52,121.72,30366.4,16653.13,6.8,2022,Q1,January,2.03
2022-01-01,Brand E,Kitchen,South,452,53698.2,118.63,37380.34,16317.86,7.2,2022,Q1,January,2.32
2022-01-01,Brand E,Kitchen,East,363,41710.07,114.83,25446.39,16263.68,6.3,2022,Q1,January,1.8
2022-01-01,Brand E,Kitchen,West,351,42899.75,122.2,26045.25,16854.5,6.6,2022,Q1,January,1.85
2022-01-01,Brand E,Kitchen,Central,441,50403.82,114.28,34347.52,16056.29,6.6,2022,Q1,January,2.18
2022-02-01,Brand A,Electronics,North,840,428633.92,509.84,278612.05,150021.87,7.7,2022,Q1,February,4.63
2022-02-01,Brand A,Electronics,South,1057,540930.95,511.75,351605.12,189325.83,7.9,2022,Q1,February,5.84
2022-02-01,Brand A,Electronics,East,887,429390.67,483.87,279103.94,150286.74,7.8,2022,Q1,February,4.64
2022-02-01,Brand A,Electronics,West,1036,543876.93,524.53,353520.0,190356.92,7.5,2022,Q1,February,5.87
2022-02-01,Brand A,Electronics,Central,913,469137.33,513.82,304939.27,164198.07,7.4,2022,Q1,February,5.07
2022-02-01,Brand A,Home Appliances,North,877,318041.61,362.54,206727.05,111314.57,7.5,2022,Q1,February,5.15
2022-02-01,Brand A,Home Appliances,South,835,299805.6,358.91,194873.64,104931.96,7.2,2022,Q1,February,4.85
2022-02-01,Brand A,Home Appliances,East,870,304896.44,350.18,198182.69,106713.75,7.9,2022,Q1,February,4.93
2022-02-01,Brand A,Home Appliances,West,734,267395.27,363.84,173806.93,93588.35,7.4,2022,Q1,February,4.33
2022-02-01,Brand A,Home Appliances,Central,662,241403.96,364.19,156912.57,84491.39,7.1,2022,Q1,February,3.91
2022-02-01,Brand A,Personal Care,North,816,42656.41,52.25,27726.67,14929.74,8.0,2022,Q1,February,4.7
2022-02-01,Brand A,Personal Care,South,882,44691.12,50.66,29049.23,15641.89,7.5,2022,Q1,February,4.92
2022-02-01,Brand A,Personal Care,East,809,39787.73,49.14,25862.03,13925.71,7.7,2022,Q1,February,4.38
2022-02-01,Brand A,Personal Care,West,928,47780.1,51.46,31057.06,16723.03,7.8,2022,Q1,February,5.26
2022-02-01,Brand A,Personal Care,Central,757,37844.71,49.97,24599.06,13245.65,7.1,2022,Q1,February,4.17
2022-02-01,Brand A,Kitchen,North,832,124100.21,149.12,80665.14,43435.07,7.9,2022,Q1,February,4.53
2022-02-01,Brand A,Kitchen,South,783,113001.59,144.26,73451.03,39550.56,7.2,2022,Q1,February,4.12
2022-02-01,Brand A,Kitchen,East,884,134220.56,151.77,87243.37,46977.2,7.2,2022,Q1,February,4.9
2022-02-01,Brand A,Kitchen,West,717,109819.22,153.01,71382.49,38436.73,7.1,2022,Q1,February,4.01
2022-02-01,Brand A,Kitchen,Central,899,137661.09,153.09,89479.71,48181.38,7.1,2022,Q1,February,5.02
2022-02-01,Brand B,Electronics,North,1077,649464.89,602.98,413986.51,235478.38,8.1,2022,Q1,February,7.01
2022-02-01,Brand B,Electronics,South,1345,808431.11,600.72,564770.06,243661.05,8.5,2022,Q1,February,8.73
2022-02-01,Brand B,Electronics,East,1184,652803.88,551.05,442414.78,210389.1,8.3,2022,Q1,February,7.05
2022-02-01,Brand B,Electronics,West,1202,719447.34,598.37,439668.48,279778.86,8.2,2022,Q1,February,7.77
2022-02-01,Brand B,Electronics,Central,1049,601838.4,573.2,364491.59,237346.81,7.8,2022,Q1,February,6.5
2022-02-01,Brand B,Home Appliances,North,998,407848.5,408.51,275136.43,132712.07,8.3,2022,Q1,February,6.6
2022-02-01,Brand B,Home Appliances,South,1284,510409.98,397.46,320829.02,189580.96,8.6,2022,Q1,February,8.26
2022-02-01,Brand B,Home Appliances,East,1034,435580.99,421.14,261878.02,173702.97,8.7,2022,Q1,February,7.05
2022-02-01,Brand B,Home Appliances,West,973,407047.19,418.24,265708.24,141338.95,8.7,2022,Q1,February,6.59
2022-02-01,Brand B,Home Appliances,Central,983,398029.35,404.67,277398.7,120630.65,8.2,2022,Q1,February,6.44
2022-02-01,Brand B,Personal Care,North,958,56196.32,58.63,36272.14,19924.17,8.3,2022,Q1,February,6.19
2022-02-01,Brand B,Personal Care,South,946,56582.07,59.81,34206.39,22375.68,8.0,2022,Q1,February,6.23
2022-02-01,Brand B,Personal Care,East,1047,62577.51,59.74,40397.89,22179.62,8.3,2022,Q1,February,6.89
2022-02-01,Brand B,Personal Care,West,861,47969.98,55.71,31006.35,16963.63,8.1,2022,Q1,February,5.28
2022-02-01,Brand B,Personal Care,Central,945,52092.63,55.07,36331.46,15761.17,8.7,2022,Q1,February,5.74
2022-02-01,Brand B,Kitchen,North,1086,188049.43,173.12,118650.31,69399.12,8.5,2022,Q1,February,6.86
2022-02-01,Brand B,Kitchen,South,1082,180362.88,166.68,124647.47,55715.41,8.5,2022,Q1,February,6.58
2022-02-01,Brand B,Kitchen,East,1163,205255.18,176.39,135743.77,69511.41,8.1,2022,Q1,February,7.49
2022-02-01,Brand B,Kitchen,West,1158,207133.3,178.81,125216.61,81916.69,7.7,2022,Q1,February,7.56
2022-02-01,Brand B,Kitchen,Central,987,175593.37,177.86,122691.93,52901.43,7.9,2022,Q1,February,6.41
2022-02-01,Brand C,Electronics,North,713,335014.21,469.34,233502.04,101512.17,8.1,2022,Q1,February,3.62
2022-02-01,Brand C,Electronics,South,764,362072.17,473.51,232262.76,129809.41,7.6,2022,Q1,February,3.91
2022-02-01,Brand C,Electronics,East,601,296282.48,492.32,201854.32,94428.16,8.3,2022,Q1,February,3.2
2022-02-01,Brand C,Electronics,West,797,380969.61,477.63,257877.85,123091.76,8.2,2022,Q1,February,4.11
2022-02-01,Brand C,Electronics,Central,767,355124.1,463.0,229074.37,126049.73,7.4,2022,Q1,February,3.83
2022-02-01,Brand C,Home Appliances,North,876,294493.65,336.03,183429.57,111064.07,8.0,2022,Q1,February,4.77
2022-02-01,Brand C,Home Appliances,South,798,261787.42,327.78,160045.25,101742.17,8.0,2022,Q1,February,4.24
2022-02-01,Brand C,Home Appliances,East,776,265054.26,341.55,172819.71,92234.55,8.2,2022,Q1,February,4.29
2022-02-01,Brand C,Home Appliances,West,783,262046.1,334.53,180200.03,81846.08,7.7,2022,Q1,February,4.24
2022-02-01,Brand C,Home Appliances,Central,686,217548.32,316.83,146956.88,70591.44,7.9,2022,Q1,February,3.52
2022-02-01,Brand C,Personal Care,North,982,45317.98,46.14,27808.79,17509.18,7.3,2022,Q1,February,4.99
2022-02-01,Brand C,Personal Care,South,884,42372.38,47.93,27085.46,15286.92,7.7,2022,Q1,February,4.67
2022-02-01,Brand C,Personal Care,East,1037,48548.13,46.78,31624.2,16923.93,8.1,2022,Q1,February,5.35
2022-02-01,Brand C,Personal Care,West,896,43121.0,48.08,29591.2,13529.8,8.2,2022,Q1,February,4.75
2022-02-01,Brand C,Personal Care,Central,827,40987.43,49.53,26609.52,14377.91,7.6,2022,Q1,February,4.51
2022-02-01,Brand C,Kitchen,North,723,108088.85,149.34,70177.96,37910.89,7.6,2022,Q1,February,3.94
2022-02-01,Brand C,Kitchen,South,762,105774.89,138.8,64267.37,41507.51,7.4,2022,Q1,February,3.86
2022-02-01,Brand C,Kitchen,East,650,89537.2,137.54,54965.34,34571.86,7.9,2022,Q1,February,3.27
2022-02-01,Brand C,Kitchen,West,662,92995.04,140.3,64136.71,28858.33,7.8,2022,Q1,February,3.39
2022-02-01,Brand C,Kitchen,Central,769,106073.24,137.83,65683.61,40389.62,7.3,2022,Q1,February,3.87
2022-02-01,Brand D,Electronics,North,432,179646.32,415.59,110967.72,68678.6,6.6,2022,Q1,February,1.94
2022-02-01,Brand D,Electronics,South,425,180049.45,423.33,111744.7,68304.75,6.9,2022,Q1,February,1.94
2022-02-01,Brand D,Electronics,East,480,208068.96,433.09,125659.34,82409.62,7.3,2022,Q1,February,2.25
2022-02-01,Brand D,Electronics,West,498,202940.5,407.22,139492.75,63447.75,7.4,2022,Q1,February,2.19
2022-02-01,Brand D,Electronics,Central,416,173162.15,415.52,117857.65,55304.51,7.2,2022,Q1,February,1.87
2022-02-01,Brand D,Home Appliances,North,461,133354.58,288.85,84953.16,48401.42,7.0,2022,Q1,February,2.16
2022-02-01,Brand D,Home Appliances,South,528,155027.18,293.6,100186.85,54840.33,7.2,2022,Q1,February,2.51
2022-02-01,Brand D,Home Appliances,East,439,127384.64,290.13,85517.76,41866.88,7.4,2022,Q1,February,2.06
2022-02-01,Brand D,Home Appliances,West,511,152724.77,298.46,93271.64,59453.13,6.9,2022,Q1,February,2.47
2022-02-01,Brand D,Home Appliances,Central,514,149243.82,289.84,93564.58,55679.24,6.9,2022,Q1,February,2.42
2022-02-01,Brand D,Personal Care,North,462,19293.54,41.74,11984.08,7309.46,6.8,2022,Q1,February,2.12
2022-02-01,Brand D,Personal Care,South,478,21123.22,44.16,13927.79,7195.43,7.2,2022,Q1,February,2.33
2022-02-01,Brand D,Personal Care,East,586,24933.68,42.49,15176.93,9756.75,7.0,2022,Q1,February,2.75
2022-02-01,Brand D,Personal Care,West,553,24122.59,43.54,15514.83,8607.76,6.6,2022,Q1,February,2.66
2022-02-01,Brand D,Personal Care,Central,504,21164.58,41.92,14065.81,7098.78,7.1,2022,Q1,February,2.33
2022-02-01,Brand D,Kitchen,North,631,84423.0,133.7,55767.93,28655.07,6.7,2022,Q1,February,3.08
2022-02-01,Brand D,Kitchen,South,581,71515.09,123.07,44668.03,26847.07,6.7,2022,Q1,February,2.61
2022-02-01,Brand D,Kitchen,East,597,74588.89,124.76,46046.51,28542.38,7.4,2022,Q1,February,2.72
2022-02-01,Brand D,Kitchen,West,576,73723.29,127.81,47259.56,26463.74,7.5,2022,Q1,February,2.69
2022-02-01,Brand D,Kitchen,Central,583,73586.44,126.2,51285.85,22300.59,7.4,2022,Q1,February,2.69
2022-02-01,Brand E,Electronics,North,394,153858.84,390.32,94944.56,58914.28,7.0,2022,Q1,February,1.66
2022-02-01,Brand E,Electronics,South,406,163449.56,402.27,107412.72,56036.84,6.6,2022,Q1,February,1.76
2022-02-01,Brand E,Electronics,East,389,150750.74,387.48,95329.93,55420.81,6.7,2022,Q1,February,1.63
2022-02-01,Brand E,Electronics,West,360,140591.94,389.7,85969.68,54622.26,6.9,2022,Q1,February,1.52
2022-02-01,Brand E,Electronics,Central,337,135946.06,403.25,83666.14,52279.92,6.8,2022,Q1,February,1.47
2022-02-01,Brand E,Home Appliances,North,415,111097.76,267.45,70398.25,40699.51,6.4,2022,Q1,February,1.8
2022-02-01,Brand E,Home Appliances,South,357,105001.01,293.72,66385.35,38615.66,7.1,2022,Q1,February,1.7
2022-02-01,Brand E,Home Appliances,East,381,108642.66,285.08,73444.91,35197.74,6.9,2022,Q1,February,1.76
2022-02-01,Brand E,Home Appliances,West,407,113195.39,277.53,71866.26,41329.13,7.2,2022,Q1,February,1.83
2022-02-01,Brand E,Home Appliances,Central,452,132496.7,293.02,81144.92,51351.78,7.0,2022,Q1,February,2.14
2022-02-01,Brand E,Personal Care,North,494,19151.84,38.72,11618.46,7533.38,7.0,2022,Q1,February,2.11
2022-02-01,Brand E,Personal Care,South,446,18484.94,41.37,11349.33,7135.61,7.1,2022,Q1,February,2.04
2022-02-01,Brand E,Personal Care,East,397,15382.97,38.65,9482.47,5900.5,7.1,2022,Q1,February,1.69
2022-02-01,Brand E,Personal Care,West,458,18392.13,40.09,11695.24,6696.89,7.2,2022,Q1,February,2.03
2022-02-01,Brand E,Personal Care,Central,422,17454.88,41.27,11239.43,6215.45,6.7,2022,Q1,February,1.92
2022-02-01,Brand E,Kitchen,North,457,53822.85,117.62,36317.55,17505.29,6.8,2022,Q1,February,1.96
2022-02-01,Brand E,Kitchen,South,425,53114.61,124.79,33907.79,19206.82,6.8,2022,Q1,February,1.94
2022-02-01,Brand E,Kitchen,East,519,63081.49,121.49,38586.3,24495.19,7.2,2022,Q1,February,2.3
2022-02-01,Brand E,Kitchen,West,480,56711.04,118.02,34816.45,21894.59,7.1,2022,Q1,February,2.07
2022-02-01,Brand E,Kitchen,Central,479,57728.33,120.4,39797.29,17931.04,7.1,2022,Q1,February,2.11
2022-03-01,Brand A,Electronics,North,1014,497509.14,490.59,323380.94,174128.2,7.3,2022,Q1,March,4.51
2022-03-01,Brand A,Electronics,South,1215,579318.01,476.68,376556.71,202761.3,7.7,2022,Q1,March,5.26
2022-03-01,Brand A,Electronics,East,1221,633821.35,518.84,411983.88,221837.47,7.4,2022,Q1,March,5.75
2022-03-01,Brand A,Electronics,West,1241,596624.34,480.53,387805.82,208818.52,7.9,2022,Q1,March,5.41
2022-03-01,Brand A,Electronics,Central,1005,497781.52,494.86,323557.99,174223.53,7.9,2022,Q1,March,4.52
2022-03-01,Brand A,Home Appliances,North,829,282375.72,340.52,183544.22,98831.5,7.8,2022,Q1,March,3.94
2022-03-01,Brand A,Home Appliances,South,987,350578.82,354.94,227876.24,122702.59,7.8,2022,Q1,March,4.89
2022-03-01,Brand A,Home Appliances,East,938,320296.93,341.31,208193.0,112103.92,7.4,2022,Q1,March,4.47
2022-03-01,Brand A,Home Appliances,West,838,305296.36,364.3,198442.63,106853.73,7.7,2022,Q1,March,4.26
2022-03-01,Brand A,Home Appliances,Central,898,313451.08,348.67,203743.2,109707.88,8.0,2022,Q1,March,4.37
2022-03-01,Brand A,Personal Care,North,922,46519.59,50.43,30237.73,16281.86,7.6,2022,Q1,March,4.27
2022-03-01,Brand A,Personal Care,South,1063,50632.66,47.59,32911.23,17721.43,8.0,2022,Q1,March,4.64
2022-03-01,Brand A,Personal Care,East,1162,58526.72,50.33,38042.37,20484.35,7.8,2022,Q1,March,5.37
2022-03-01,Brand A,Personal Care,West,1159,59201.42,51.04,38480.92,20720.5,7.3,2022,Q1,March,5.43
2022-03-01,Brand A,Personal Care,Central,1053,53214.97,50.53,34589.73,18625.24,7.5,2022,Q1,March,4.88
2022-03-01,Brand A,Kitchen,North,1047,163934.26,156.52,106557.27,57376.99,8.0,2022,Q1,March,5.02
2022-03-01,Brand A,Kitchen,South,963,138949.87,144.2,90317.42,48632.46,8.1,2022,Q1,March,4.26
2022-03-01,Brand A,Kitchen,East,1077,155552.87,144.37,101109.37,54443.5,8.0,2022,Q1,March,4.76
2022-03-01,Brand A,Kitchen,West,1086,163290.33,150.28,106138.72,57151.62,7.7,2022,Q1,March,5.0
2022-03-01,Brand A,Kitchen,Central,948,135924.84,143.32,88351.15,47573.69,7.4,2022,Q1,March,4.16
2022-03-01,Brand B,Electronics,North,1586,866927.51,546.52,549068.47,317859.04,8.1,2022,Q1,March,7.86
2022-03-01,Brand B,Electronics,South,1470,881022.14,599.14,559127.14,321895.01,8.0,2022,Q1,March,7.99
2022-03-01,Brand B,Electronics,East,1557,891437.51,572.25,554884.62,336552.89,8.2,2022,Q1,March,8.09
2022-03-01,Brand B,Electronics,West,1297,721910.37,556.39,469123.91,252786.46,8.1,2022,Q1,March,6.55
2022-03-01,Brand B,Electronics,Central,1635,927265.26,567.09,610195.09,317070.16,8.3,2022,Q1,March,8.41
2022-03-01,Brand B,Home Appliances,North,1138,465645.95,409.08,287677.74,177968.21,8.7,2022,Q1,March,6.49
2022-03-01,Brand B,Home Appliances,South,1192,475876.32,399.06,289587.38,186288.94,8.7,2022,Q1,March,6.64
2022-03-01,Brand B,Home Appliances,East,1333,541998.76,406.34,328834.79,213163.97,8.4,2022,Q1,March,7.56
2022-03-01,Brand B,Home Appliances,West,1216,509329.59,418.52,316046.12,193283.47,7.9,2022,Q1,March,7.1
2022-03-01,Brand B,Home Appliances,Central,1147,460638.41,401.38,302401.8,158236.61,7.8,2022,Q1,March,6.42
2022-03-01,Brand B,Personal Care,North,1180,67577.06,57.23,44089.91,23487.15,8.1,2022,Q1,March,6.2
2022-03-01,Brand B,Personal Care,South,1058,61206.56,57.84,37674.11,23532.45,7.9,2022,Q1,March,5.61
2022-03-01,Brand B,Personal Care,East,1208,72618.25,60.07,46281.86,26336.39,8.0,2022,Q1,March,6.66
2022-03-01,Brand B,Personal Care,West,1137,64822.68,56.98,39058.17,25764.51,7.9,2022,Q1,March,5.94
2022-03-01,Brand B,Personal Care,Central,1161,67834.97,58.41,40884.79,26950.18,7.9,2022,Q1,March,6.22
2022-03-01,Brand B,Kitchen,North,1114,195474.31,175.47,117669.87,77804.43,7.8,2022,Q1,March,5.99
2022-03-01,Brand B,Kitchen,South,1320,220519.28,166.95,146705.88,73813.4,7.9,2022,Q1,March,6.75
